ct_id_10,name,total_pop,pop_den,sex_ratio,age_u18,age1834,age3564,age_o65,for_born,white,black,asian,hispanic,two_or_more,eth_het,med_house_income,pub_assist,gini,fam_pov_per,unemp_rate,total_house_h,fam_house_per,fem_head_per,same_sex_coup_per,grand_head_per,less_than_hs,hs_grad,some_coll,bach,master,prof,doc,commute_less10,commute1030,commute3060,commute6090,commute_over90,by_auto,by_pub_trans,by_bike,by_walk,total_house_units,vacant_unit_per,renters_per,home_own_per,med_gross_rent,med_home_val,med_yr_built_raw,med_yr_built,med_yr_moved_inraw,med_yr_rent_moved_in,area_acres,town_id,town,fips_stco,county,area_acr_1,m_atown
25027724100,"Census Tract 7241, Worcester County, Massachusetts",3777,184.45511822729,1.05383360522023,0.179242785279322,0.210749271908922,0.40799576383373,0.202012178978025,0.0444797458300238,0.942282234577707,0.0013238019592269,0.0262112787926926,0.0174741858617951,0.0079428117553614,-12680662,67121,0.00723208415516108,0.4611,0,0.0670974155069582,1521,0.651545036160421,0.0736357659434582,0,0.0433925049309665,0.0717360114777618,0.351865136298422,0.222381635581062,0.236728837876614,0.0857245337159254,0.0182926829268293,0.0132711621233859,0.15406162464986,0.46218487394958,0.270588235294118,0.0946778711484594,0.0184873949579832,0.891056910569106,0.0140921409214092,0,0.0563685636856369,1629,0.0662983425414365,0.337278106508876,0.662721893491124,1324,241700,1971,1970 to 1979,2004,2012,13515.3787,323,WEST BROOKFIELD,25027,WORCESTER,13515.3777,WEST BROOKFIELD
25027730401,"Census Tract 7304.01, Worcester County, Massachusetts",5165,4970.56456437264,1.29759786476868,0.21432720232333,0.233301064859632,0.366892545982575,0.185479186834463,0.154695062923524,0.602516940948693,0.16999031945789,0.0348499515972895,0.192642787996128,0,-11477852,40635,0.0668998688237866,0.4522,0.146321070234114,0.0710132890365448,2287,0.522955837341495,0.163533012680367,0.119205298013245,0.0157411456055969,0.14524672428213,0.335377752996933,0.269584611095623,0.178700864231949,0.05045999442431,0.00641204349038193,0.014218009478673,0.167529411764706,0.609411764705882,0.0894117647058824,0.0922352941176471,0.0414117647058824,0.872522522522522,0.0189189189189189,0,0.0585585585585586,2556,0.105242566510172,0.730214254481854,0.269785745518146,931,218300,1963,1960 to 1969,2006,2008,671.9935,348,WORCESTER,25027,WORCESTER,24609.965,WORCESTER
25027732002,"Census Tract 7320.02, Worcester County, Massachusetts",4368,1904.15789750074,1.34586466165414,0.147435897435897,0.283882783882784,0.321428571428571,0.247252747252747,0.20260989010989,0.672161172161172,0.0824175824175824,0.0982142857142857,0.121108058608059,0.0260989010989011,-9213577,63991,0.0202702702702703,0.4342,0,0.0535037878787879,1628,0.498771498771499,0.10995085995086,0,0.042997542997543,0.104072398190045,0.342986425339367,0.198491704374057,0.164102564102564,0.0871794871794872,0.0368024132730015,0.0663650075414781,0.115342763873776,0.616974972796518,0.132208922742111,0.0973884657236126,0.0380848748639826,0.760847628657921,0.0267406659939455,0,0.123107971745711,1706,0.0457209847596717,0.64004914004914,0.35995085995086,1501,194700,1982,1980 to 1989,2011,2013,1560.7955,348,WORCESTER,25027,WORCESTER,24609.965,WORCESTER
25027744101,"Census Tract 7441.01, Worcester County, Massachusetts",7649,1283.6819828833,1.01183587585481,0.225388939730684,0.149039090077134,0.47300300692901,0.15256896326317201,0.137272846123676,0.864949666623088,0.00522944175709243,0.0440580468035037,0.0338606353771735,0.0234017518629886,-43953705,91469,0.00898203592814371,0.3902,0.0424440298507463,0.0339848956019547,3006,0.713240186294078,0.0805056553559548,0,0.0156353958749168,0.0336633663366337,0.203060306030603,0.263186318631863,0.304590459045905,0.160576057605761,0.0127812781278128,0.0221422142214221,0.11452863215804,0.395598899724931,0.331582895723931,0.129282320580145,0.0290072518129532,0.889122807017544,0.0285380116959064,0,0.00374269005847953,3077,0.0230744231394215,0.192282102461743,0.807717897538257,1385,332300,1977,1970 to 1979,2005,2012,3843.2198,185,MILFORD,25027,WORCESTER,9615.6444,MILFORD
25027759100,"Census Tract 7591, Worcester County, Massachusetts",2123,215.038048755077,0.969387755102041,0.201130475741875,0.208666980687706,0.426754592557701,0.163447951012718,0.0310880829015544,0.964201601507301,0,0.00282618935468676,0.0230805463966086,0.00282618935468676,-4192645,80234,0.0072463768115942,0.3908,0.0109489051094891,0.0477968633308439,828,0.661835748792271,0.0555555555555556,0.0674157303370786,0.03743961352657,0.0964630225080386,0.306109324758842,0.272668810289389,0.203215434083601,0.114469453376206,0.00321543408360129,0.00385852090032154,0.112271540469974,0.288076588337685,0.483899042645779,0.0974760661444735,0.0182767624020888,0.956043956043956,0.00422654268808115,0,0.010989010989011,958,0.135699373695198,0.115942028985507,0.884057971014493,1094,246500,1960,1960 to 1969,2001,2013,6658.4973,84,EAST BROOKFIELD,25027,WORCESTER,6658.4969,EAST BROOKFIELD
25027707200,"Census Tract 7072, Worcester County, Massachusetts",2160,6317.51545388227,1.02436738519213,0.189351851851852,0.216203703703704,0.413888888888889,0.180555555555556,0.0865740740740741,0.803240740740741,0.0425925925925926,0.00462962962962963,0.0671296296296296,0.0824074074074074,-3039813,31465,0.0446521287642783,0.459,0.164271047227926,0.0804924242424242,963,0.505711318795431,0.106957424714434,0.142857142857143,0.0269989615784008,0.134357005758157,0.362763915547025,0.343570057581574,0.104926423544466,0.0396673064619322,0.0147152911068458,0,0.254604550379198,0.400866738894908,0.245937161430119,0.0780065005417118,0.0205850487540628,0.800413650465357,0.0196483971044467,0,0.102378490175801,1047,0.0802292263610315,0.78920041536864,0.21079958463136,982,147400,1939,Prior to 1940,2011,2012,218.8137,103,GARDNER,25027,WORCESTER,14736.01,GARDNER
25027730402,"Census Tract 7304.02, Worcester County, Massachusetts",1780,6398.09703035703,1.04597701149425,0.156741573033708,0.307303370786517,0.420786516853933,0.115168539325843,0.221910112359551,0.495505617977528,0.108988764044944,0.0966292134831461,0.253370786516854,0.0365168539325843,-1048544,53654,0.0588235294117647,0.4371,0.130530973451327,0.0723214285714286,646,0.69969040247678,0.215170278637771,0.30188679245283,0.00928792569659443,0.166029074215761,0.332058148431523,0.232593726090283,0.153022188217291,0.0826319816373374,0.00765110941086458,0.0260137719969396,0.156435643564356,0.450495049504951,0.287128712871287,0.0841584158415842,0.0217821782178218,0.919921875,0.0537109375,0,0.0087890625,695,0.0705035971223022,0.513931888544892,0.486068111455108,973,198600,1939,Prior to 1940,2006,2011,178.0409,348,WORCESTER,25027,WORCESTER,24609.965,WORCESTER
25027739100,"Census Tract 7391, Worcester County, Massachusetts",9791,1315.99387242431,0.920557081208317,0.248391379838627,0.215095495863548,0.414053722806659,0.12245940149116499,0.269533244816668,0.60463691144929,0.0338065570421816,0.250127668266776,0.0379940761924216,0.0698600755796139,-41291945,110765,0.00423472474289171,0.4195,0.029862792574657,0.0502406159769009,3306,0.749546279491833,0.0913490623109498,0,0.00998185117967332,0.0547677261613692,0.152241238793806,0.184841075794621,0.312306438467808,0.220537897310513,0.0409127954360228,0.0343928280358598,0.102530824140169,0.472420506164828,0.27536231884058,0.118321436296777,0.0313649145576465,0.898165326736755,0.0278293135435993,0,0.0183467326324469,3774,0.124006359300477,0.272232304900181,0.727767695099819,1237,445200,1986,1980 to 1989,2007,2012,5194.9331,271,SHREWSBURY,25027,WORCESTER,13918.115,SHREWSBURY
25015821400,"Census Tract 8214, Hampshire County, Massachusetts",5301,229.644612760369,1.32092819614711,0.160158460667799,0.201660064138842,0.369930201848708,0.268251273344652,0.0920581022448595,0.851726089417091,0.0730050933786078,0.0128277683455952,0.0511224297302396,0.0067911714770798,-20613058,58953,0.0181347150259067,0.4845,0.0232067510548523,0.012012012012012,2316,0.613989637305699,0.1213298791019,0.080952380952381,0.0172711571675302,0.037037037037037,0.267861409796894,0.24778972520908,0.232019115890084,0.142174432497013,0.0172043010752688,0.0559139784946237,0.164854284471509,0.619834710743802,0.185297955632884,0.0208786428882123,0.00913440626359287,0.890686661404893,0.00828729281767956,0,0.00315706393054459,2391,0.0313676286072773,0.239637305699482,0.760362694300518,1050,310100,1969,1960 to 1969,2000,2012,15747.3543,117,HADLEY,25015,HAMPSHIRE,15747.354,HADLEY
25015820900,"Census Tract 8209, Hampshire County, Massachusetts",6318,227.12144531208,1.06538084341288,0.182177904400127,0.188192465970244,0.451566951566952,0.178062678062678,0.0413105413105413,0.921177587844255,0,0.00284900284900285,0.0623615068059512,0.00633111744222855,-34027959,89752,0.04,0.4055,0.0312677657760091,0.0484700785269429,2475,0.710707070707071,0.104646464646465,0.11965811965812,0.021010101010101,0.0736908783783784,0.296875,0.247255067567568,0.235008445945946,0.118665540540541,0.00929054054054054,0.019214527027027,0.0642594859241126,0.574663402692778,0.326499388004896,0.0247858017135863,0.00979192166462668,0.940046565774156,0.00727590221187427,0,0.00378346915017462,2544,0.027122641509434,0.141010101010101,0.858989898989899,992,262300,1965,1960 to 1969,1999,2010,17974.8297,111,GRANBY,25015,HAMPSHIRE,17974.8301,GRANBY
25015821700,"Census Tract 8217, Hampshire County, Massachusetts",3662,303.329221603881,0.95724211651523206,0.189240851993446,0.17203713817586,0.417531403604588,0.221190606226106,0.0466957946477335,0.90196613872201,0.020207536865101,0.0354997269251775,0.0327689787001638,0.00846531949754233,-10946584,74635,0.00637845499645641,0.4281,0.0968152866242038,0.0872727272727273,1411,0.556343019135365,0.131112686038271,0,0.0226789510985117,0.0388525780682643,0.22403776325345,0.213144517066086,0.208424110384895,0.213870733478577,0.0580973129992738,0.0435729847494553,0.17512077294686,0.559782608695652,0.240338164251208,0.0144927536231884,0.0102657004830918,0.858057009889471,0.0360674810936591,0.0546829552065154,0.00639906922629436,1467,0.038173142467621,0.250177179305457,0.749822820694543,983,297200,1971,1970 to 1979,2004,2011,7801.0563,214,NORTHAMPTON,25015,HAMPSHIRE,22879.5658,NORTHAMPTON
25015821901,"Census Tract 8219.01, Hampshire County, Massachusetts",3865,6487.28219598165,1.37846153846154,0.170245795601552,0.333505821474774,0.363260025873221,0.132988357050453,0.066235446313066,0.836481241914618,0.0232858990944373,0.0540750323415265,0.0504527813712807,0.0357050452781371,-10542094,68155,0.00765483646485734,0.4801,0,0.0347457627118644,1437,0.53723034098817,0.0758524704244955,0.209459459459459,0,0.0223880597014925,0.0908691834942932,0.128621597892888,0.313432835820896,0.223441615452151,0.100965759438104,0.120280948200176,0.24779678589943,0.44116122343183,0.255572835666148,0.0508035251425609,0.0046656298600311,0.598669623059867,0.0376940133037694,0.0257206208425721,0.193348115299335,1478,0.0277401894451962,0.494780793319415,0.505219206680585,1295,469700,1939,Prior to 1940,2008,2013,383.7183,214,NORTHAMPTON,25015,HAMPSHIRE,22879.5658,NORTHAMPTON
25015820202,"Census Tract 8202.02, Hampshire County, Massachusetts",1277,50.8697989201563,1.3345521023766,0.18167580266249,0.132341425215348,0.44087705559906,0.245105716523101,0.0352388410336727,0.938919342208301,0.00548159749412686,0,0.0462020360219264,0.00783085356303837,-1441130,92250,0.0114503816793893,0.4043,0.010989010989011,0.0623188405797101,524,0.694656488549618,0.0610687022900763,0,0,0.0227743271221532,0.165631469979296,0.193581780538302,0.253623188405797,0.220496894409938,0.0507246376811594,0.093167701863354,0.108303249097473,0.592057761732852,0.247292418772563,0.0324909747292419,0.01985559566787,0.85981308411215,0,0.00311526479750779,0,583,0.101200686106346,0.16412213740458,0.83587786259542,1438,328100,1967,1960 to 1969,1996,2013,16993.2647,230,PELHAM,25015,HAMPSHIRE,16993.2646,PELHAM
25013800202,"Census Tract 8002.02, Hampden County, Massachusetts",1341,607.728561592361,0.960526315789474,0.256524981357196,0.141685309470544,0.452647278150634,0.149142431021626,0.0738255033557047,0.510812826249068,0.0208799403430276,0,0.437733035048471,0.0283370618941089,-814577,41563,0.0510948905109489,0.441,0.16012084592145,0.0598705501618123,548,0.604014598540146,0.211678832116788,0,0.0437956204379562,0.198177676537585,0.343963553530752,0.312072892938497,0.0797266514806378,0.0330296127562642,0.00569476082004556,0.0273348519362187,0.197416974169742,0.608856088560886,0.173431734317343,0.00738007380073801,0.0129151291512915,0.951871657754011,0.0142602495543672,0,0,579,0.0535405872193437,0.177007299270073,0.822992700729927,843,118400,1959,1950 to 1959,2005,2011,1436.4214,281,SPRINGFIELD,25013,HAMPDEN,21165.0856,SPRINGFIELD
25013811200,"Census Tract 8112, Hampden County, Massachusetts",5165,3536.99870363677,0.863275613275613,0.189932236205228,0.212391093901258,0.386834462729913,0.210842207163601,0.072216844143272,0.783349467570184,0,0.0121974830590513,0.18973862536302,0.0085188770571152,-17334484,60482,0.00564971751412429,0.3859,0.0740489130434783,0.0380610412926391,2124,0.693032015065913,0.112523540489642,0,0.00753295668549906,0.0926438053097345,0.466537610619469,0.322732300884956,0.0826880530973451,0.0298672566371681,0,0.00553097345132743,0.201912045889101,0.632122370936902,0.123518164435946,0.0424474187380497,0,0.909331318473744,0.0370230449565546,0.0132225160559124,0.0185115224782773,2184,0.0274725274725275,0.333333333333333,0.666666666666667,907,167700,1953,1950 to 1959,2001,2012,935.3627,61,CHICOPEE,25013,HAMPDEN,15277.382,CHICOPEE
25013813000,"Census Tract 8130, Hampden County, Massachusetts",7246,37.2637807991553,0.983575143717492,0.183273530223572,0.183549544576318,0.462324040850124,0.170852884349986,0.0266353850400221,0.959149875793541,0.004830251173061,0.00234612199834391,0.0165608611647806,0.014490753519183,-48318413,74357,0.00837988826815642,0.3651,0.0421940928270042,0.0533816425120773,2864,0.744762569832402,0.0652932960893855,0.0292397660818713,0.0199022346368715,0.066741029931214,0.361033649377208,0.283138129763897,0.182933630786392,0.0845882134225693,0.0156162855549359,0.00594906116378509,0.0643729189789123,0.340732519422863,0.478079911209767,0.0882352941176471,0.0285793562708102,0.908902691511387,0.0025879917184265,0,0.0126811594202899,3601,0.204665370730353,0.106145251396648,0.893854748603352,885,243400,1971,1970 to 1979,2000,2012,127614.2223,33,BLANDFORD,25013,HAMPDEN,34195.1781,Multiple Municipalities
25013813207,"Census Tract 8132.07, Hampden County, Massachusetts",5038,2483.11373352906,1.11325503355705,0.203056768558952,0.221317983326717,0.449186184994045,0.126439063120286,0.0791980944819373,0.799722111949186,0.00754267566494641,0.036919412465264,0.144303294958317,0.0115125049622866,-16797409,50900,0.0335664335664336,0.452,0.127320954907162,0.0594227504244482,2145,0.527272727272727,0.152447552447552,0,0,0.172054794520548,0.244657534246575,0.303835616438356,0.196712328767123,0.0726027397260274,0,0.0101369863013699,0.146084337349398,0.625,0.203689759036145,0.014683734939759,0.0105421686746988,0.976305072195483,0.00703443169196594,0,0,2317,0.0742339231765214,0.394871794871795,0.605128205128205,826,217600,1959,1950 to 1959,2005,2011,1316.5958,5,AGAWAM,25013,HAMPDEN,15584.2516,AGAWAM
25013800800,"Census Tract 8008, Hampden County, Massachusetts",2063,5610.54618919214,1.11372950819672,0.330586524478914,0.225884634028114,0.354338342220068,0.0891904992729035,0.0625302956858943,0.112942317014057,0.0853126514784295,0,0.789142026175473,0.00193892389723703,-2735648,14604,0.171562867215041,0.4125,0.495495495495495,0.293233082706767,851,0.521739130434783,0.338425381903643,0,0.0282021151586369,0.453047775947282,0.276771004942339,0.2166392092257,0.0494233937397035,0.00247116968698517,0,0.00164744645799012,0.0335731414868106,0.587529976019185,0.268585131894484,0.11031175059952,0,0.813397129186603,0.136363636363636,0,0.0478468899521531,943,0.0975609756097561,0.967097532314924,0.0329024676850764,588,NA,1946,1940 to 1949,2010,2010,276.7846,281,SPRINGFIELD,25013,HAMPDEN,21165.0856,SPRINGFIELD
25013801102,"Census Tract 8011.02, Hampden County, Massachusetts",1150,7443.10528801581,0.755725190839695,0.0843478260869565,0.402608695652174,0.333913043478261,0.179130434782609,0.091304347826087,0.357391304347826,0.114782608695652,0.0321739130434783,0.490434782608696,0,-505809,34940,0.0571428571428571,0.475,0.153846153846154,0.0842911877394636,595,0.284033613445378,0.163025210084034,0.55,0.0100840336134454,0.292792792792793,0.189189189189189,0.11036036036036,0.197072072072072,0.088963963963964,0.0472972972972973,0.0743243243243243,0.294623655913978,0.587096774193548,0.0494623655913978,0.0580645161290323,0.010752688172043,0.647181628392484,0.169102296450939,0,0.144050104384134,729,0.183813443072702,0.968067226890756,0.0319327731092437,971,NA,1939,Prior to 1940,2012,2012,112.0574,281,SPRINGFIELD,25013,HAMPDEN,21165.0856,SPRINGFIELD
25013810403,"Census Tract 8104.03, Hampden County, Massachusetts",4088,4152.64009187021,1.07302231237323,0.228718199608611,0.240704500978474,0.38747553816047,0.143101761252446,0.191046966731898,0.89114481409002,0.00929549902152642,0,0.0846379647749511,0.0149217221135029,-13392608,46221,0.0629874025194961,0.3928,0.134445534838077,0.0802884615384615,1667,0.61127774445111,0.145770845830834,0.0413793103448276,0.0173965206958608,0.224108658743633,0.345670628183362,0.259083191850594,0.122241086587436,0.0417657045840407,0.00475382003395586,0.00237691001697793,0.119953863898501,0.547866205305652,0.236447520184544,0.0813148788927336,0.0144175317185698,0.899229074889868,0.00881057268722467,0,0.0280837004405286,1946,0.143371017471737,0.496100779844031,0.503899220155969,842,169300,1942,1940 to 1949,2006,2012,690.0847,161,LUDLOW,25013,HAMPDEN,18110.7313,LUDLOW
25013810404,"Census Tract 8104.04, Hampden County, Massachusetts",3839,1649.802241293,1.00994764397906,0.196144829382652,0.192237561865069,0.419119562386038,0.192498046366241,0.159156030216202,0.913519145610836,0.00937744204219849,0,0.0552227142485022,0.0218806980984631,-12345288,66338,0.0143979057591623,0.4481,0.0285954583683768,0.0519353258206761,1528,0.778141361256545,0.134816753926702,0,0.0399214659685864,0.156995372018512,0.292274830900676,0.246707013171947,0.232111071555714,0.0647917408330367,0.00711997152011392,0,0.105438401775805,0.582685904550499,0.248612652608213,0.0416204217536071,0.0216426193118757,0.938062466913711,0.0158814187400741,0,0,1563,0.0223928342930262,0.288612565445026,0.711387434554974,940,212800,1965,1960 to 1969,2001,2011,1535.264,161,LUDLOW,25013,HAMPDEN,18110.7313,LUDLOW
25013810700,"Census Tract 8107, Hampden County, Massachusetts",6946,5350.47892213225,1.05381431105855,0.210768787791535,0.296573567520875,0.352145119493234,0.140512525194356,0.0983299740858048,0.70400230348402,0.0801900374316153,0,0.17967175352721,0.0361359055571552,-25779852,63903,0.0318302387267905,0.4434,0.0720670391061452,0.0820090805902384,2639,0.678287230011368,0.192876089427814,0.0802919708029197,0,0.130994152046784,0.366276803118908,0.348148148148148,0.087719298245614,0.0395711500974659,0.0132553606237817,0.0140350877192982,0.118638676844784,0.679389312977099,0.161259541984733,0.035941475826972,0.00477099236641221,0.963958267467594,0.015491621877964,0,0,2734,0.03474762253109,0.385373247442213,0.614626752557787,938,178400,1951,1950 to 1959,2007,2011,913.3965,61,CHICOPEE,25013,HAMPDEN,15277.382,CHICOPEE
